Stichdatum,PLZ,Geschlecht,Nachname,Anzahl,Rang,ORTBEZ18
2020-10-01,8722,w,Jud,51,4,Kaltbrunn
2020-10-01,8722,m,Zahner,68,3,Kaltbrunn
2020-10-01,8722,m,Jud,67,4,Kaltbrunn
2020-10-01,8723,w,Riget,12,4,Rufi/Maseltrangen
2020-10-01,8723,m,Jud,71,1,Rufi/Maseltrangen
2020-10-01,8723,m,Zweifel,20,2,Rufi/Maseltrangen
2020-10-01,8723,m,Zahner,12,4,Rufi/Maseltrangen
2020-10-01,8725,m,Rüegg,16,2,Gebertingen/Ernetschwil
2020-10-01,8725,m,Kaufmann,13,5,Gebertingen/Ernetschwil
2020-10-01,8726,w,Elmer,7,4,Ricken SG
2020-10-01,8726,m,Elmer,12,3,Ricken SG
2020-10-01,8726,m,Raymann,12,3,Ricken SG
2020-10-01,8727,w,Artho,14,2,Walde SG
2020-10-01,8727,w,Weber,7,4,Walde SG
2020-10-01,8727,m,Artho,15,2,Walde SG
2020-10-01,8727,m,Oberholzer,11,3,Walde SG
2020-10-01,8730,w,Kuster,27,4,Uznach
2020-10-01,8730,w,Steiner,26,5,Uznach
2020-10-01,8730,m,Müller,49,1,Uznach
2020-10-01,8730,m,Rüegg,42,3,Uznach
2020-10-01,8730,m,Kuster,29,5,Uznach
2020-10-01,8732,w,Arnold,10,4,Neuhaus SG
2020-10-01,8732,m,Rüegg,17,1,Neuhaus SG
2020-10-01,8732,m,Kuster,14,3,Neuhaus SG
2020-10-01,8733,m,Kuster,62,1,Eschenbach SG
2020-10-01,8733,m,Oberholzer,44,3,Eschenbach SG
2020-10-01,8734,w,Kuster,8,1,Ermenswil
2020-10-01,8734,w,Bächtiger,6,2,Ermenswil
2020-10-01,8734,m,Rüegg,13,1,Ermenswil
2020-10-01,8734,m,Schneider,6,3,Ermenswil
2020-10-01,8735,w,Blöchlinger,24,4,Rüeterswil/St. Gallenkappel
2020-10-01,8735,w,Oberholzer,18,5,Rüeterswil/St. Gallenkappel
2020-10-01,8735,m,Schmucki,18,4,Rüeterswil/St. Gallenkappel
2020-10-01,8737,m,Fritschi,45,1,Gommiswald
2020-10-01,8738,w,Bernet,18,2,Uetliburg SG
2020-10-01,8738,w,Müller,16,3,Uetliburg SG
2020-10-01,8738,w,Eick,12,5,Uetliburg SG
2020-10-01,8738,m,Tanguenza,10,4,Uetliburg SG
2020-10-01,8738,m,Rüegg,10,4,Uetliburg SG
2020-10-01,8739,w,Steiner,47,1,Rieden SG
2020-10-01,8739,w,Müller,9,5,Rieden SG
2020-10-01,8739,w,Kühne,9,5,Rieden SG
2020-10-01,8739,m,Jud,14,3,Rieden SG
2020-10-01,8750,w,Hefti,60,1,Glarus/Riedern/Klöntal
2020-10-01,8750,w,Stüssi,36,5,Glarus/Riedern/Klöntal
2020-10-01,8750,m,Hefti,72,1,Glarus/Riedern/Klöntal
2020-10-01,8750,m,Leuzinger,55,2,Glarus/Riedern/Klöntal
2020-10-01,8750,m,Müller,51,3,Glarus/Riedern/Klöntal
2020-10-01,8751,w,n/a,4,5,Urnerboden
2020-10-01,8751,m,n/a,5,5,Urnerboden
2020-10-01,8752,w,Landolt,153,1,Näfels
2020-10-01,8752,w,Fischli,98,2,Näfels
2020-10-01,8752,w,Müller,67,3,Näfels
2020-10-01,8752,w,Hauser,59,4,Näfels
2020-10-01,8752,m,Landolt,166,1,Näfels
2020-10-01,8752,m,Müller,91,3,Näfels
2020-10-01,8753,w,Beglinger,29,2,Mollis
2020-10-01,8753,w,Fischli,24,3,Mollis
2020-10-01,8753,w,Landolt,23,5,Mollis
2020-10-01,8753,m,Fischli,37,2,Mollis
2020-10-01,8754,w,Leuzinger,28,2,Netstal
2020-10-01,8754,w,Schnyder,21,3,Netstal
2020-10-01,8754,m,Weber,45,1,Netstal
2020-10-01,8754,m,Leuzinger,35,2,Netstal
2020-10-01,8754,m,Schnyder,30,3,Netstal
2020-10-01,8754,m,Kubli,17,4,Netstal
2020-10-01,8755,w,Hefti,49,1,Ennenda
2020-10-01,8755,w,Tschudi,49,1,Ennenda
2020-10-01,8755,m,Tschudi,62,1,Ennenda
2020-10-01,8755,m,Hefti,43,2,Ennenda
2020-10-01,8755,m,Hösli,31,3,Ennenda
2020-10-01,8755,m,Trümpi,22,5,Ennenda
2020-10-01,8756,w,Laager,16,1,Mitlödi
2020-10-01,8756,w,Zeqiri,14,2,Mitlödi
2020-10-01,8756,w,Wolf,9,5,Mitlödi
2020-10-01,8756,m,Zeqiri,13,3,Mitlödi
2020-10-01,8756,m,Serbest,13,3,Mitlödi
2020-10-01,8756,m,Wolf,11,5,Mitlödi
2020-10-01,8757,w,Menzi,54,1,Filzbach
2020-10-01,8757,w,Enz,12,3,Filzbach
2020-10-01,8757,w,Strimer,10,4,Filzbach
2020-10-01,8757,m,Kamm,33,2,Filzbach
2020-10-01,8757,m,Amalan Jennings,15,3,Filzbach
2020-10-01,8757,m,Enz,10,4,Filzbach
2020-10-01,8758,w,Dürst,19,1,Obstalden
2020-10-01,8758,m,Dürst,20,2,Obstalden
2020-10-01,8758,m,Schrepfer,20,2,Obstalden
2020-10-01,8758,m,Rohr,11,5,Obstalden
2020-10-01,8762,w,Luchsinger,47,1,Schwändi GL/Sool/Schwanden GL
2020-10-01,8762,w,Marti,44,2,Schwändi GL/Sool/Schwanden GL
2020-10-01,8762,m,Zopfi,29,4,Schwändi GL/Sool/Schwanden GL
2020-10-01,8765,w,Blumer,18,2,Engi
2020-10-01,8765,w,Hefti,9,3,Engi
2020-10-01,8765,m,Zopfi,8,5,Engi
2020-10-01,8766,w,Zimmermann,7,4,Matt
2020-10-01,8767,w,Rhyner,51,2,Elm
2020-10-01,8767,w,Bäbler,17,4,Elm
2020-10-01,8767,m,Rhyner,61,1,Elm
2020-10-01,8767,m,Elmer,61,1,Elm
2020-10-01,8767,m,Zentner,17,3,Elm
2020-10-01,8767,m,Freitag,16,4,Elm
2020-10-01,8767,m,Schneider,14,5,Elm
2020-10-01,8772,w,Hefti,8,2,Nidfurn
2020-10-01,8772,m,Hefti,8,1,Nidfurn
2020-10-01,8772,m,n/a,4,4,Nidfurn
2020-10-01,8773,w,Hösli,19,1,Haslen GL
2020-10-01,8773,w,Zweifel,9,2,Haslen GL
2020-10-01,8774,w,Unger,6,1,Leuggelbach
2020-10-01,8774,w,n/a,5,2,Leuggelbach
2020-10-01,8774,w,n/a,4,5,Leuggelbach
2020-10-01,8775,w,Hefti,18,2,Hätzingen/Luchsingen
2020-10-01,8775,w,Pangring,9,3,Hätzingen/Luchsingen
2020-10-01,8775,w,Zimmermann,7,4,Hätzingen/Luchsingen
2020-10-01,8775,m,Figi,18,1,Hätzingen/Luchsingen
2020-10-01,8775,m,Zimmermann,8,4,Hätzingen/Luchsingen
2020-10-01,8777,w,n/a,4,4,Diesbach GL/Betschwanden
2020-10-01,8777,m,Dürst,9,1,Diesbach GL/Betschwanden
2020-10-01,8777,m,Streiff,8,2,Diesbach GL/Betschwanden
2020-10-01,8777,m,Fitzpatrick,6,3,Diesbach GL/Betschwanden
2020-10-01,8782,w,n/a,5,3,Rüti GL
2020-10-01,8782,m,Schuler,7,3,Rüti GL
2020-10-01,8782,m,Herger,7,3,Rüti GL
2020-10-01,8782,m,n/a,5,5,Rüti GL
2020-10-01,8783,w,Zweifel,61,1,Linthal
2020-10-01,8783,w,Gisler,25,2,Linthal
2020-10-01,8783,w,Albert,22,4,Linthal
2020-10-01,8783,m,Marti,18,3,Linthal
2020-10-01,8783,m,Albert,17,4,Linthal
2020-10-01,8784,w,Kessler,8,2,Braunwald
2020-10-01,8784,m,Schuler,9,1,Braunwald
2020-10-01,8784,m,Schnyder,6,3,Braunwald
2020-10-01,8784,m,Vogel,6,3,Braunwald
2020-10-01,8800,w,Müller,65,1,Thalwil
2020-10-01,8800,w,Fischer,27,5,Thalwil
2020-10-01,8800,m,Müller,88,1,Thalwil
2020-10-01,8800,m,Suter,34,5,Thalwil
2020-10-01,8802,w,Keller,55,1,Kilchberg ZH
2020-10-01,8802,m,Widmer,32,3,Kilchberg ZH
2020-10-01,8802,m,Meier,27,4,Kilchberg ZH
2020-10-01,8802,m,Schmid,25,5,Kilchberg ZH
2020-10-01,8803,w,Meier,18,2,Rüschlikon
2020-10-01,8803,w,Müller,17,3,Rüschlikon
2020-10-01,8803,w,Weber,15,4,Rüschlikon
2020-10-01,8803,w,Schneider,15,4,Rüschlikon
2020-10-01,8803,m,Müller,41,1,Rüschlikon
2020-10-01,8803,m,Weber,20,2,Rüschlikon
2020-10-01,8804,w,Meier,20,2,Au ZH
2020-10-01,8804,w,Berisha,18,3,Au ZH
2020-10-01,8804,m,Berisha,18,3,Au ZH
2020-10-01,8805,w,Bachmann,44,2,Richterswil
2020-10-01,8805,m,Meier,36,2,Richterswil
2020-10-01,8805,m,Keller,32,3,Richterswil
2020-10-01,8806,w,Keller,11,3,Bäch SZ
2020-10-01,8806,w,Meier,10,4,Bäch SZ
2020-10-01,8806,w,Thörnquist,10,4,Bäch SZ
2020-10-01,8806,m,Knecht,15,4,Bäch SZ
2020-10-01,8807,m,Kälin,24,1,Freienbach
2020-10-01,8807,m,Stocker,18,3,Freienbach
2020-10-01,8808,w,Kälin,41,2,Pfäffikon SZ
2020-10-01,8808,w,Feusi,41,2,Pfäffikon SZ
2020-10-01,8808,m,Müller,58,1,Pfäffikon SZ
2020-10-01,8808,m,Kälin,37,4,Pfäffikon SZ
2020-10-01,8810,w,Huber,47,4,Horgen
2020-10-01,8810,w,Keller,40,5,Horgen
2020-10-01,8810,m,Müller,81,1,Horgen
2020-10-01,8810,m,Huber,55,2,Horgen
2020-10-01,8815,w,Baumann,12,1,Horgenberg
2020-10-01,8815,w,Sigrist,6,3,Horgenberg
2020-10-01,8815,m,Sigrist,7,3,Horgenberg
2020-10-01,8816,w,Baumann,17,1,Hirzel
2020-10-01,8816,w,Hitz,14,3,Hirzel
2020-10-01,8816,m,Leuthold,17,2,Hirzel
2020-10-01,8816,m,Bürgler,17,2,Hirzel
2020-10-01,8816,m,Schluep,15,4,Hirzel
2020-10-01,8820,m,Keller,40,5,Wädenswil
2020-10-01,8824,w,Kälin,22,1,Schönenberg ZH
2020-10-01,8824,w,Schärer,18,5,Schönenberg ZH
2020-10-01,8824,m,Marty,21,3,Schönenberg ZH
2020-10-01,8825,w,Benisowitsch,15,1,Hütten
2020-10-01,8825,w,Hauser,12,2,Hütten
2020-10-01,8825,w,Staub,11,3,Hütten
2020-10-01,8825,w,Hitz,11,3,Hütten
2020-10-01,8825,m,Hitz,14,2,Hütten
2020-10-01,8832,w,Gehringer,82,1,Wilen b. Wollerau/Wollerau
2020-10-01,8832,m,Kälin,57,2,Wilen b. Wollerau/Wollerau
2020-10-01,8833,w,Baumann,16,3,Samstagern
2020-10-01,8833,w,Treichler,15,4,Samstagern
2020-10-01,8833,m,Kälin,31,2,Samstagern
2020-10-01,8834,w,Kälin,27,1,Schindellegi
2020-10-01,8834,w,Bachmann,16,4,Schindellegi
2020-10-01,8834,w,Theiler,15,5,Schindellegi
2020-10-01,8834,w,Marty,15,5,Schindellegi
2020-10-01,8835,w,Höfliger,13,4,Feusisberg
2020-10-01,8835,w,Fässler,12,5,Feusisberg
2020-10-01,8835,m,Schuler,24,2,Feusisberg
2020-10-01,8835,m,Fuchs,18,3,Feusisberg
2020-10-01,8835,m,Strothotte,17,4,Feusisberg
2020-10-01,8835,m,Bürgi,17,4,Feusisberg
2020-10-01,8836,w,Zehnder,44,2,Bennau
2020-10-01,8836,w,Ochsner,12,4,Bennau
2020-10-01,8836,m,Zehnder,55,2,Bennau
2020-10-01,8836,m,Fässler,17,3,Bennau
2020-10-01,8836,m,Husi,16,4,Bennau
2020-10-01,8840,w,Ochsner,88,5,Trachslau/Einsiedeln
2020-10-01,8841,w,Steinauer,11,5,Gross
2020-10-01,8841,w,Ochsner,11,5,Gross
2020-10-01,8841,w,Kaelin,11,5,Gross
2020-10-01,8842,w,Fässler,82,2,Unteriberg
2020-10-01,8842,w,Reichmuth,55,4,Unteriberg
2020-10-01,8842,w,Fuchs,50,5,Unteriberg
2020-10-01,8842,m,Kälin,86,3,Unteriberg
2020-10-01,8842,m,Fuchs,52,4,Unteriberg
2020-10-01,8842,m,Holdener,48,5,Unteriberg
2020-10-01,8843,w,Marty,29,3,Oberiberg
2020-10-01,8843,w,Rubli,15,4,Oberiberg
2020-10-01,8843,w,Schuler,12,5,Oberiberg
2020-10-01,8843,m,Holdener,59,1,Oberiberg
2020-10-01,8843,m,Dettling,11,4,Oberiberg
2020-10-01,8844,w,Kälin,103,1,Euthal
2020-10-01,8844,w,Ochsner,8,4,Euthal
2020-10-01,8844,w,Bellmont,6,5,Euthal
2020-10-01,8844,m,Kälin,121,1,Euthal
2020-10-01,8844,m,Marty,15,3,Euthal
2020-10-01,8844,m,Verga,8,5,Euthal
2020-10-01,8845,w,Fässler,20,1,Studen SZ
2020-10-01,8845,w,Fuchs,17,2,Studen SZ
2020-10-01,8845,m,Fässler,32,1,Studen SZ
2020-10-01,8845,m,Kälin,16,2,Studen SZ
2020-10-01,8845,m,Fuchs,15,4,Studen SZ
2020-10-01,8847,w,Kälin,41,1,Egg SZ
2020-10-01,8847,w,Schönbächler,13,4,Egg SZ
2020-10-01,8847,m,Schönbächler,18,4,Egg SZ
2020-10-01,8847,m,Birchler,12,5,Egg SZ
2020-10-01,8849,w,Marty,9,4,Alpthal
2020-10-01,8849,w,Kälin,9,4,Alpthal
2020-10-01,8849,m,Steiner,55,1,Alpthal
2020-10-01,8849,m,Beeler,16,3,Alpthal
2020-10-01,8849,m,Kälin,15,4,Alpthal
2020-10-01,8852,w,Keller,88,1,Altendorf
2020-10-01,8852,w,Züger,84,2,Altendorf
2020-10-01,8852,w,Mächler,45,5,Altendorf
2020-10-01,8852,m,Steinegger,60,4,Altendorf
2020-10-01,8852,m,Mächler,57,5,Altendorf
2020-10-01,8853,w,Mächler,50,2,Lachen SZ
2020-10-01,8853,m,Marty,52,2,Lachen SZ
2020-10-01,8854,w,Mächler,110,3,Galgenen/Siebnen
2020-10-01,8854,m,Kessler,147,2,Galgenen/Siebnen
2020-10-01,8854,m,Mächler,122,3,Galgenen/Siebnen
2020-10-01,8854,m,Züger,100,4,Galgenen/Siebnen
2020-10-01,8855,w,Vogt,127,1,Wangen SZ
2020-10-01,8855,w,Bruhin,118,2,Wangen SZ
2020-10-01,8855,w,Hüppin,70,4,Wangen SZ
2020-10-01,8855,w,Züger,50,5,Wangen SZ
2020-10-01,8855,m,Bruhin,118,2,Wangen SZ
2020-10-01,8855,m,Züger,39,5,Wangen SZ
2020-10-01,8856,w,Bamert,105,1,Tuggen
2020-10-01,8856,w,Huber,103,2,Tuggen
2020-10-01,8856,m,Bamert,112,2,Tuggen
2020-10-01,8856,m,Pfister,72,3,Tuggen
2020-10-01,8856,m,Janser,33,5,Tuggen
2020-10-01,8857,w,Züger,38,3,Vorderthal
2020-10-01,8857,w,Ziltener,18,5,Vorderthal
2020-10-01,8857,m,Schnyder,74,2,Vorderthal
2020-10-01,8857,m,Ebnöther,22,5,Vorderthal
2020-10-01,8857,m,Schuler,22,5,Vorderthal
2020-10-01,8858,w,Mächler,35,1,Innerthal
2020-10-01,8858,m,Mächler,32,1,Innerthal
2020-10-01,8858,m,Riese,10,2,Innerthal
2020-10-01,8862,w,Diethelm,29,3,Schübelbach
2020-10-01,8862,w,Züger,28,4,Schübelbach
2020-10-01,8862,m,Ruoss,46,1,Schübelbach
2020-10-01,8862,m,Bruhin,46,1,Schübelbach
2020-10-01,8862,m,Diethelm,33,3,Schübelbach
2020-10-01,8862,m,Meier,23,5,Schübelbach
2020-10-01,8863,w,Ruoss,97,1,Buttikon SZ
2020-10-01,8863,w,Bruhin,20,2,Buttikon SZ
2020-10-01,8863,m,Hegner,22,3,Buttikon SZ
2020-10-01,8864,m,Kistler,145,1,Reichenburg
2020-10-01,8865,w,Staub,14,2,Bilten
2020-10-01,8865,w,Hämmerli,12,5,Bilten
2020-10-01,8865,m,Weber,19,3,Bilten
2020-10-01,8865,m,Gnädinger,12,5,Bilten
2020-10-01,8866,w,Lupikasza,10,1,Ziegelbrücke
2020-10-01,8866,m,Tremp,11,1,Ziegelbrücke
2020-10-01,8866,m,Jud,6,2,Ziegelbrücke
2020-10-01,8867,w,Steinmann,55,1,Niederurnen
2020-10-01,8867,w,Kistler,34,2,Niederurnen
2020-10-01,8867,m,Steinmann,62,1,Niederurnen
2020-10-01,8868,w,Fischli,22,3,Oberurnen
2020-10-01,8868,w,Müller,15,5,Oberurnen
2020-10-01,8868,m,Noser,41,1,Oberurnen
2020-10-01,8868,m,Müller,35,2,Oberurnen
2020-10-01,8868,m,Fischli,26,4,Oberurnen
2020-10-01,8868,m,Hauser,17,5,Oberurnen
2020-10-01,8872,w,Kid,16,5,Weesen
2020-10-01,8872,m,Hämmerli,31,1,Weesen
2020-10-01,8872,m,Zimmermann,26,4,Weesen
2020-10-01,8872,m,Gmür,20,5,Weesen
2020-10-01,8873,w,Gmür,129,1,Amden
2020-10-01,8873,w,Thoma,82,2,Amden
2020-10-01,8873,w,Rüdisüli,38,4,Amden
2020-10-01,8873,m,Büsser,42,3,Amden
2020-10-01,8874,w,Küng,8,1,Mühlehorn
2020-10-01,8874,w,Kamm,8,1,Mühlehorn
2020-10-01,8874,w,n/a,5,5,Mühlehorn
2020-10-01,8874,m,Dürst,9,2,Mühlehorn
2020-10-01,8877,w,Zeller,20,1,Murg
2020-10-01,8877,w,Gienuth,9,4,Murg
2020-10-01,8877,m,Giger,15,3,Murg
2020-10-01,8878,m,n/a,2,3,Quinten
2020-10-01,8880,w,Müller,27,3,Walenstadt
2020-10-01,8880,w,Eberle,26,4,Walenstadt
2020-10-01,8880,w,Hobi,23,5,Walenstadt
2020-10-01,8881,w,Linder,10,1,Walenstadtberg/Tscherlach
2020-10-01,8881,m,Wildhaber,17,1,Walenstadtberg/Tscherlach
2020-10-01,8881,m,Linder,13,2,Walenstadtberg/Tscherlach
2020-10-01,8881,m,Giger,13,2,Walenstadtberg/Tscherlach
2020-10-01,8882,w,Manhart,16,4,Unterterzen
2020-10-01,8882,w,Gubser,16,4,Unterterzen
2020-10-01,8882,m,Walser,25,2,Unterterzen
2020-10-01,8882,m,Gubser,19,4,Unterterzen
2020-10-01,8882,m,Balmer,15,5,Unterterzen
2020-10-01,8883,w,Gätzi,14,2,Quarten
2020-10-01,8883,w,Zeller,12,3,Quarten
2020-10-01,8883,w,Meier,8,5,Quarten
2020-10-01,8883,m,Kälin,10,4,Quarten
2020-10-01,8884,m,Giger,7,5,Oberterzen
2020-10-01,8885,w,Lendi,16,4,Mols
2020-10-01,8885,w,Baumer,10,5,Mols
2020-10-01,8885,m,Lendi,15,2,Mols
2020-10-01,8885,m,Manhart,15,2,Mols
2020-10-01,8885,m,Baumer,10,5,Mols
2020-10-01,8886,w,Ackermann,10,1,Mädris-Vermol
2020-10-01,8886,m,Ackermann,25,1,Mädris-Vermol
2020-10-01,8886,m,Good,10,3,Mädris-Vermol
2020-10-01,8887,w,Willi,78,4,Mels
2020-10-01,8887,w,Kalberer,72,5,Mels
2020-10-01,8887,m,Ackermann,152,2,Mels
2020-10-01,8888,w,Müller,28,4,Heiligkreuz (Mels)
2020-10-01,8888,m,Ackermann,73,1,Heiligkreuz (Mels)
2020-10-01,8888,m,Bärtsch,45,3,Heiligkreuz (Mels)
2020-10-01,8888,m,Müller,30,4,Heiligkreuz (Mels)
2020-10-01,8888,m,Hobi,21,5,Heiligkreuz (Mels)
2020-10-01,8889,m,Ackermann,25,2,Plons
2020-10-01,8889,m,Hilbi,9,5,Plons
2020-10-01,8890,w,Bless,51,2,Flums
2020-10-01,8890,w,Mannhart,38,3,Flums
2020-10-01,8890,w,Schlegel,32,4,Flums
2020-10-01,8890,m,Wildhaber,82,1,Flums
2020-10-01,8890,m,Mannhart,41,3,Flums
2020-10-01,8890,m,Bartholet,34,4,Flums
2020-10-01,8892,m,Giger,22,2,Berschis
2020-10-01,8893,w,Mannhart,8,4,Flums Hochwiese
2020-10-01,8893,w,Rupf,8,4,Flums Hochwiese
2020-10-01,8893,m,Hermann,19,1,Flums Hochwiese
2020-10-01,8893,m,Bartholet,8,4,Flums Hochwiese
2020-10-01,8894,w,Bertsch,17,1,Flumserberg Saxli
2020-10-01,8894,w,Rupf,11,3,Flumserberg Saxli
2020-10-01,8894,w,Bundi,10,5,Flumserberg Saxli
2020-10-01,8894,m,Eberle,11,1,Flumserberg Saxli
2020-10-01,8894,m,Rupf,8,5,Flumserberg Saxli
2020-10-01,8895,w,Loop,6,4,Flumserberg Portel
2020-10-01,8896,w,Beeler,18,2,Flumserberg Bergh
2020-10-01,8896,w,Bless,15,4,Flumserberg Bergh
2020-10-01,8896,w,Gadient,11,5,Flumserberg Bergh
2020-10-01,8897,w,Nadig,12,1,Flumserberg Theim
2020-10-01,8897,w,Schlegel,10,2,Flumserberg Theim
2020-10-01,8897,w,Bless,6,4,Flumserberg Theim
2020-10-01,8897,w,Guggisberg,6,4,Flumserberg Theim
2020-10-01,8897,w,Bruggmann,6,4,Flumserberg Theim
2020-10-01,8898,w,Bozanja,11,1,Flumserberg Tboden
2020-10-01,8898,w,n/a,4,4,Flumserberg Tboden
2020-10-01,8898,m,n/a,4,4,Flumserberg Tboden
2020-10-01,8902,w,Müller,39,1,Urdorf
2020-10-01,8902,w,Huber,34,3,Urdorf
2020-10-01,8902,w,Weber,23,4,Urdorf
2020-10-01,8902,m,Huber,42,1,Urdorf
2020-10-01,8902,m,Meier,38,2,Urdorf
2020-10-01,8902,m,Baumann,20,5,Urdorf
2020-10-01,8902,m,Moser,20,5,Urdorf
2020-10-01,8902,m,Meyer,20,5,Urdorf
2020-10-01,8903,w,Huber,20,3,Birmensdorf ZH
2020-10-01,8903,m,Meier,26,1,Birmensdorf ZH
2020-10-01,8903,m,Stutz,23,2,Birmensdorf ZH
2020-10-01,8903,m,Schmid,20,3,Birmensdorf ZH
2020-10-01,8903,m,Arnold,20,3,Birmensdorf ZH
2020-10-01,8904,w,Schmid,15,1,Aesch ZH
2020-10-01,8904,w,Hofstetter,12,2,Aesch ZH
2020-10-01,8904,m,Schmid,15,1,Aesch ZH
2020-10-01,8904,m,Hofstetter,13,2,Aesch ZH
2020-10-01,8904,m,Rasi,9,3,Aesch ZH
2020-10-01,8904,m,Schlund,7,5,Aesch ZH
2020-10-01,8905,w,Huber,30,2,Arni AG/Islisberg
2020-10-01,8905,w,Caballer,15,3,Arni AG/Islisberg
2020-10-01,8905,w,Müller,14,4,Arni AG/Islisberg
2020-10-01,8905,w,Burri,10,5,Arni AG/Islisberg
2020-10-01,8905,m,Stutz,41,1,Arni AG/Islisberg
2020-10-01,8905,m,Huber,30,2,Arni AG/Islisberg
2020-10-01,8906,w,Huber,34,1,Bonstetten
2020-10-01,8906,w,Meier,30,2,Bonstetten
2020-10-01,8906,m,Müller,31,1,Bonstetten
2020-10-01,8907,w,Flückiger,17,3,Wettswil
2020-10-01,8907,w,Schuler,17,3,Wettswil
2020-10-01,8907,m,Meier,30,1,Wettswil
2020-10-01,8908,w,Spillmann,19,1,Hedingen
2020-10-01,8908,w,Keller,17,2,Hedingen
2020-10-01,8908,m,Schweizer,20,1,Hedingen
2020-10-01,8908,m,Schmid,19,2,Hedingen
2020-10-01,8908,m,Spillmann,15,5,Hedingen
2020-10-01,8909,w,Vollenweider,9,2,Zwillikon
2020-10-01,8909,w,Werthmüller,8,4,Zwillikon
2020-10-01,8909,m,Finsler,11,1,Zwillikon
2020-10-01,8909,m,Berisha,8,5,Zwillikon
2020-10-01,8910,w,Di Lavello,28,4,Affoltern am Albis
2020-10-01,8910,m,Schneebeli,40,1,Affoltern am Albis
2020-10-01,8910,m,Schmid,32,4,Affoltern am Albis
2020-10-01,8911,w,Baer,11,1,Rifferswil
2020-10-01,8911,w,Roth,10,2,Rifferswil
2020-10-01,8911,w,Ochsner,10,2,Rifferswil
2020-10-01,8911,w,Schmid,10,2,Rifferswil
2020-10-01,8911,w,Hurter,8,5,Rifferswil
2020-10-01,8911,m,Schneebeli,8,2,Rifferswil
2020-10-01,8912,m,Meier,36,1,Obfelden
2020-10-01,8912,m,Häberling,19,3,Obfelden
2020-10-01,8912,m,Bala,17,4,Obfelden
2020-10-01,8913,w,Müller,19,1,Ottenbach
2020-10-01,8914,w,Weiss,11,1,Aeugst am Albis/Aeugstertal
2020-10-01,8914,w,Keller,8,4,Aeugst am Albis/Aeugstertal
2020-10-01,8914,m,Müller,8,4,Aeugst am Albis/Aeugstertal
2020-10-01,8914,m,Weiss,7,5,Aeugst am Albis/Aeugstertal
2020-10-01,8915,w,Müller,13,2,Hausen am Albis
2020-10-01,8915,w,Studer,13,2,Hausen am Albis
2020-10-01,8915,w,Baumann,12,4,Hausen am Albis
2020-10-01,8915,m,Rütimann,16,1,Hausen am Albis
2020-10-01,8915,m,Huber,15,2,Hausen am Albis
2020-10-01,8915,m,Baumann,12,3,Hausen am Albis
2020-10-01,8915,m,Burkard,11,5,Hausen am Albis
2020-10-01,8915,m,Meyer,11,5,Hausen am Albis
2020-10-01,8915,m,Tandler,11,5,Hausen am Albis
2020-10-01,8916,w,Füglistaller,10,5,Jonen
2020-10-01,8916,m,Rüttimann,22,2,Jonen
2020-10-01,8916,m,Keller,10,5,Jonen
2020-10-01,8917,w,Meier,19,2,Oberlunkhofen
2020-10-01,8917,w,Weber,14,4,Oberlunkhofen
2020-10-01,8917,m,Frei,13,4,Oberlunkhofen
2020-10-01,8918,w,Huber,20,1,Unterlunkhofen
2020-10-01,8918,w,Stutz,16,2,Unterlunkhofen
2020-10-01,8918,w,Müller,12,3,Unterlunkhofen
2020-10-01,8918,w,Keller,8,4,Unterlunkhofen
2020-10-01,8918,m,Huber,19,1,Unterlunkhofen
2020-10-01,8918,m,Trottmann,10,4,Unterlunkhofen
2020-10-01,8918,m,Bürgisser,9,5,Unterlunkhofen
2020-10-01,8919,w,Trottmann,13,1,Rottenschwil
2020-10-01,8919,w,Abt,13,1,Rottenschwil
2020-10-01,8919,w,Hoppler,10,3,Rottenschwil
2020-10-01,8919,w,Konrad,7,5,Rottenschwil
2020-10-01,8919,m,Grod,7,4,Rottenschwil
2020-10-01,8919,m,Rathgeb,7,4,Rottenschwil
2020-10-01,8925,w,Müller,6,1,Ebertswil
2020-10-01,8925,m,Neukom,7,2,Ebertswil
2020-10-01,8925,m,n/a,5,5,Ebertswil
2020-10-01,8926,w,Schneebeli,13,2,Kappel am Albis/Hauptikon/Uerzlikon
2020-10-01,8926,w,Vollenweider,9,4,Kappel am Albis/Hauptikon/Uerzlikon
2020-10-01,8926,w,Steinmann,8,5,Kappel am Albis/Hauptikon/Uerzlikon
2020-10-01,8926,m,Müller,15,1,Kappel am Albis/Hauptikon/Uerzlikon
2020-10-01,8926,m,Steinmann,9,3,Kappel am Albis/Hauptikon/Uerzlikon
2020-10-01,8926,m,Schneebeli,9,3,Kappel am Albis/Hauptikon/Uerzlikon
2020-10-01,8932,w,Müller,37,1,Mettmenstetten
2020-10-01,8932,m,Meier,27,3,Mettmenstetten
2020-10-01,8933,w,Maurer,7,3,Maschwanden
2020-10-01,8934,m,Pfister,10,3,Knonau
2020-10-01,8942,w,Buchmann,22,1,Oberrieden
2020-10-01,8942,w,Suter,22,1,Oberrieden
2020-10-01,8942,w,Richter,21,3,Oberrieden
2020-10-01,8951,w,Vinca,10,2,Fahrweid
2020-10-01,8951,m,Tairi,8,5,Fahrweid
2020-10-01,8952,w,Müller,36,2,Schlieren
2020-10-01,8952,w,Gashi,25,4,Schlieren
2020-10-01,8952,m,Meier,68,2,Schlieren
